Regione,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Piemonte,57.4231523872,57.5591985428,54.6238620029,63.9175257732,61.1688311688,63.2373761208,62.015503876,62.2444541105,59.6361569073,,,,,,73.1441048035,70.4286671132,
Valle d'Aosta/Vallée d'Aoste,45.0980392157,60.3174603175,34.375,5.99455040872,56.8965517241,34.375,66.6666666667,50.0,48.6486486486,,,,,,88.8888888889,78.5714285714,
Lombardia,49.0056818182,58.1041806394,60.15969163,58.6868926286,60.1206801975,63.8639030113,66.4081434804,65.4226961158,61.8901267768,,,,,,66.9338677355,64.1237113402,
Trentino-Alto Adige,52.3929471033,59.3824228029,61.2040133779,59.3896713615,51.6355140187,60.4651162791,44.3502824859,54.1666666667,55.504587156,,,,,,67.735042735,79.686209744,
Veneto,45.0850269598,48.6265060241,50.4587155963,52.6387936943,55.1155115512,50.5606523955,52.6045487894,40.8410548824,41.5745856354,,,,,,64.3610785463,65.3829321663,
Friuli-Venezia Giulia,44.080604534,47.0489038786,50.918196995,42.1146953405,59.4170403587,58.1761006289,46.5076660988,65.3333333333,62.4012638231,,,,,,54.7085201794,61.2111292962,
Liguria,65.7407407407,56.5635005336,64.8581997534,64.0834575261,62.5859697387,54.5271629779,55.3470919325,64.3292682927,52.7454242928,,,,,,65.1813471503,61.9834710744,
Emilia-Romagna,57.9797979798,64.2160052049,61.1147116008,54.1005291005,55.3597650514,53.665158371,52.8877887789,52.196193265,52.0027155465,,,,,,69.2485016136,64.3272239607,
Toscana,40.8074534161,40.5077262693,43.9435336976,50.171990172,52.7876631079,52.1668029436,66.1493695441,57.3816155989,58.3120204604,,,,,,58.5021016431,70.5073494547,
Umbria,53.2786885246,67.1755725191,53.5398230088,47.619047619,53.0386740331,38.4615384615,64.6706586826,70.1030927835,67.6348547718,,,,,,62.030075188,63.671875,
Marche,68.8118811881,70.0193423598,71.7339667458,74.4471744472,69.4581280788,65.7142857143,65.2597402597,65.2582159624,59.3175853018,,,,,,75.763016158,59.4306049822,
Lazio,52.703471827,57.7838205303,60.0647249191,57.9473684211,60.6411398041,53.7977745525,56.4367191744,51.1784511785,49.1103202847,,,,,,71.396797153,68.3998207082,
Abruzzo,63.0102040816,53.2663316583,62.3678646934,56.8075117371,63.7889688249,52.5291828794,62.8865979381,63.1736526946,59.6774193548,,,,,,81.2824956672,79.5539033457,
Molise,71.6535433071,69.6078431373,90.4761904762,82.5,68.3544303797,49.3333333333,60.6741573034,45.5882352941,56.8421052632,,,,,,68.115942029,60.8333333333,
Campania,72.8440366972,68.9268867925,67.7486187845,74.7169811321,72.9658792651,72.8873239437,73.6150234742,74.5051464766,77.6515151515,,,,,,90.4829545455,83.9256865913,
Puglia,73.3015494636,71.99734572,66.3755458515,66.9536423841,63.4073185363,72.1338912134,64.3220338983,74.5212323064,66.975308642,,,,,,80.8275058275,78.821470245,
Basilicata,66.2857142857,58.6956521739,77.6649746193,67.2489082969,71.25,53.3333333333,68.4563758389,69.5652173913,79.1044776119,,,,,,69.4968553459,67.8899082569,
Calabria,74.0963855422,73.9570164349,79.0413533835,73.9726027397,75.057208238,72.7272727273,69.3693693694,80.3695150115,77.6765375854,,,,,,82.5263157895,89.1079812207,
Sicilia,64.6825396825,65.4384328358,68.640240843,68.8439606013,63.4182908546,59.7989949749,66.4076509265,68.0074257426,66.5039658328,,,,,,76.7947788252,73.545162442,
Sardegna,68.5595567867,64.5977011494,62.6131953428,70.9134615385,67.1794871795,66.715542522,73.2612055641,72.4082934609,70.6618962433,,,,,,76.6006984866,74.0498034076,
Italia,57.1404116917,59.3478539946,60.4296909395,60.4473817997,61.3229712633,60.5742459397,61.8236120871,62.313723454,59.7470562582,,,,,,72.5904313517,70.9418769876,
